,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Frequency,route
364,41,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,4,"[[11.475543, 48.970677], [11.475713, 48.970834], [11.47674, 48.971018], [11.480246, 48.979169], [11.488499, 48.988532], [11.491811, 48.997497], [11.495282, 49.000455], [11.498526, 49.006088], [11.50577, 49.008787], [11.50774, 49.011367], [11.50696, 49.013042], [11.504953, 49.014217], [11.486974, 49.017081], [11.479301, 49.019646], [11.475957, 49.022221], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
369,42,"Grampersdorf, Landstrasse",Grampersdorf,48.970778,11.476563,48,Arnbuch,Arnbuch,48.975027,11.534193,4,"[[11.476595, 48.97077], [11.478821, 48.974646], [11.480039, 48.97884], [11.484372, 48.98354], [11.491739, 48.981461], [11.492011, 48.980565], [11.491551, 48.97734], [11.492473, 48.975845], [11.494234, 48.974904], [11.495848, 48.97302], [11.497854, 48.971874], [11.500125, 48.969121], [11.506101, 48.96631], [11.508717, 48.966056], [11.509535, 48.965496], [11.514217, 48.965958], [11.517963, 48.96714], [11.521501, 48.969274], [11.525141, 48.970427], [11.529267, 48.972486], [11.53136, 48.973986], [11.534204, 48.975021]]"
260,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,12,"Badanhausen, Fischerstraße",Badanhausen,49.017245,11.444688,4,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.452212, 49.02879], [11.450333, 49.026337], [11.447935, 49.020698], [11.448659, 49.017376], [11.444999, 49.01728], [11.444883, 49.017242], [11.444669, 49.017265]]"
257,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,6,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,4,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.465685, 49.037388], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.462032, 49.041734], [11.462048, 49.039742], [11.461544, 49.039084], [11.457691, 49.037992], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.449744, 49.038734], [11.449501, 49.038148], [11.449635, 49.037269], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.438293, 49.026877], [11.431763, 49.02403], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.4126, 49.016415], [11.410803, 49.01551], [11.408465, 49.015188]]"
276,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,66,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,4,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.465685, 49.037388], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.461932, 49.041855], [11.461917, 49.039401], [11.461252, 49.038947], [11.458129, 49.038092], [11.455881, 49.037829], [11.4531, 49.038341], [11.448244, 49.040769], [11.444991, 49.043504], [11.44252, 49.044935], [11.439077, 49.048613], [11.437325, 49.049347], [11.420133, 49.047108], [11.415173, 49.045379], [11.412132, 49.045028], [11.411774, 49.045082], [11.411766, 49.044273], [11.412409, 49.043129], [11.412723, 49.043172], [11.412709, 49.043036]]"
277,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,4,"[[11.467904, 49.035209], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
278,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,4,"[[11.467904, 49.035209], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.447371, 49.005663], [11.444756, 49.002015], [11.43867, 48.997718], [11.431628, 48.995553], [11.423069, 48.995442], [11.414916, 48.997184], [11.39631, 49.002865], [11.39347, 49.003296], [11.389976, 49.002482]]"
103,9,"Unteremmendorf, Wendeschleife",Unteremmendorf,48.992112,11.434157,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,4,"[[11.434215, 48.992097], [11.436019, 48.99661], [11.442703, 49.000286], [11.446993, 49.004932], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471965, 49.033825]]"
99,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,59,"Kevenhuell, Kirche",Leising,49.058008,11.516585,4,"[[11.404731, 49.017493], [11.407936, 49.017358], [11.409252, 49.01532], [11.415922, 49.017143], [11.417281, 49.018428], [11.425127, 49.022256], [11.444659, 49.028605], [11.450608, 49.034011], [11.450938, 49.035783], [11.449501, 49.038148], [11.450878, 49.039404], [11.455881, 49.037829], [11.461669, 49.039155], [11.462032, 49.041734], [11.458068, 49.044221], [11.461949, 49.044853], [11.462736, 49.050697], [11.467711, 49.051532], [11.469687, 49.046548], [11.472152, 49.043063], [11.472284, 49.040599], [11.473793, 49.039756], [11.476643, 49.038907], [11.478969, 49.039738], [11.483465, 49.039973], [11.483061, 49.042189], [11.484336, 49.044143], [11.490869, 49.045622], [11.49182, 49.046725], [11.494979, 49.047386], [11.50164, 49.051728], [11.516632, 49.055402], [11.51652, 49.05792]]"
36,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,64,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,4,"[[11.377329, 48.992203], [11.374025, 48.995708], [11.376993, 48.997743], [11.388853, 49.000183], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.470053, 49.036116], [11.471199, 49.036536], [11.473948, 49.039555], [11.472284, 49.040599], [11.466425, 49.056119], [11.461621, 49.062215], [11.462039, 49.067724], [11.460243, 49.067982], [11.459519, 49.070672], [11.454703, 49.070231], [11.455177, 49.068526]]"
142,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,4,"[[11.451423, 49.038137], [11.451427, 49.038646], [11.452396, 49.038872], [11.453412, 49.038245], [11.456319, 49.037829], [11.461772, 49.03923], [11.462032, 49.041734], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.472957, 49.032831], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.50605, 49.013747], [11.507452, 49.012435], [11.50774, 49.011367], [11.507309, 49.010064], [11.506055, 49.00896], [11.504525, 49.009376], [11.503847, 49.010281], [11.502364, 49.01037], [11.502278, 49.010344]]"
190,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,4,"[[11.475736, 49.033524], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.50696, 49.013042], [11.50774, 49.011367], [11.50704, 49.009758], [11.504806, 49.008344], [11.498913, 49.006376], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482843, 48.997778], [11.477832, 48.998037], [11.468726, 48.99637], [11.463263, 48.993984], [11.4611, 48.994183]]"
74,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,47,Kirchbuch,Kirchbuch,48.965578,11.50951,4,"[[11.382783, 49.000519], [11.385112, 49.000408], [11.386846, 48.999839], [11.387106, 48.999627], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.420791, 48.995788], [11.42761, 48.995257], [11.43473, 48.996208], [11.440801, 48.998966], [11.446289, 49.003687], [11.448723, 49.009337], [11.448659, 49.017376], [11.451159, 49.017883], [11.455264, 49.01732], [11.457489, 49.018857], [11.467771, 49.02124], [11.477241, 49.020818], [11.486974, 49.017081], [11.504953, 49.014217], [11.507682, 49.011869], [11.507438, 49.010287], [11.506055, 49.00896], [11.500295, 49.00709], [11.498218, 49.005786], [11.495282, 49.000455], [11.491355, 48.996873], [11.489244, 48.989889], [11.484372, 48.98354], [11.491739, 48.981461], [11.491551, 48.97734], [11.492473, 48.975845], [11.497854, 48.971874], [11.500125, 48.969121], [11.506101, 48.96631], [11.509446, 48.965555]]"
256,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,4,"[[11.470658, 49.036342], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.443683, 49.00108], [11.437794, 48.99731], [11.430861, 48.995461], [11.421884, 48.9956], [11.396078, 49.002878], [11.393164, 49.002397], [11.387106, 48.999627], [11.385112, 49.000408], [11.382783, 49.000519]]"
136,15,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,4,"[[11.451423, 49.038137], [11.451427, 49.038646], [11.452396, 49.038872], [11.453412, 49.038245], [11.455265, 49.037867], [11.456319, 49.037829], [11.458129, 49.038092], [11.461252, 49.038947], [11.461772, 49.03923], [11.462048, 49.039742], [11.462032, 49.041734], [11.461583, 49.042164], [11.459259, 49.043176], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.459785, 49.043974], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.464087, 49.041232], [11.464236, 49.040209], [11.465442, 49.037579], [11.466235, 49.037163], [11.46891, 49.03676], [11.470083, 49.03625], [11.471171, 49.034671], [11.472957, 49.032831], [11.473594, 49.032798], [11.475736, 49.033524]]"
422,59,"Kevenhuell, Kirche",Leising,49.058008,11.516585,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,4,"[[11.51652, 49.05792], [11.516632, 49.055402], [11.50164, 49.051728], [11.494979, 49.047386], [11.49182, 49.046725], [11.490869, 49.045622], [11.484336, 49.044143], [11.483061, 49.042189], [11.483465, 49.039973], [11.478969, 49.039738], [11.476643, 49.038907], [11.47421, 49.03963], [11.471009, 49.037566], [11.471199, 49.036536], [11.470306, 49.036229], [11.465685, 49.037388], [11.463268, 49.042487], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.45808, 49.043938], [11.462032, 49.041734], [11.461544, 49.039084], [11.455881, 49.037829], [11.450878, 49.039404], [11.449501, 49.038148], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.409252, 49.01532], [11.407936, 49.017358], [11.404731, 49.017493]]"
31,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,47,Kirchbuch,Kirchbuch,48.965578,11.50951,4,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.420791, 48.995788], [11.42761, 48.995257], [11.43473, 48.996208], [11.440801, 48.998966], [11.446289, 49.003687], [11.448723, 49.009337], [11.448659, 49.017376], [11.451159, 49.017883], [11.455264, 49.01732], [11.457489, 49.018857], [11.467771, 49.02124], [11.477241, 49.020818], [11.486974, 49.017081], [11.504953, 49.014217], [11.507682, 49.011869], [11.507438, 49.010287], [11.506055, 49.00896], [11.500295, 49.00709], [11.498218, 49.005786], [11.495282, 49.000455], [11.491355, 48.996873], [11.489244, 48.989889], [11.484372, 48.98354], [11.491739, 48.981461], [11.491551, 48.97734], [11.492473, 48.975845], [11.497854, 48.971874], [11.500125, 48.969121], [11.506101, 48.96631], [11.509446, 48.965555]]"
15,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,23,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,4,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.477608, 49.034099], [11.481855, 49.031147], [11.484253, 49.03006], [11.484308, 49.030022]]"
16,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,24,"Beilngries, Gartenstraße",Beilngries,49.037288,11.476722,3,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471199, 49.036536], [11.471009, 49.037566], [11.473506, 49.039286], [11.473727, 49.039072], [11.475773, 49.038623], [11.476747, 49.037282]]"
451,67,Kaldorf,Wiesenhofen,49.048472,11.431715,10,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,3,"[[11.431719, 49.048462], [11.436493, 49.049391], [11.438483, 49.048961], [11.44252, 49.044935], [11.448244, 49.040769], [11.455265, 49.037867], [11.458129, 49.038092], [11.461917, 49.039401], [11.461932, 49.041855], [11.45808, 49.043938], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.464384, 49.033542], [11.45756, 49.031774], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.445208, 49.005151]]"
424,59,"Kevenhuell, Kirche",Leising,49.058008,11.516585,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,3,"[[11.51652, 49.05792], [11.516632, 49.055402], [11.512979, 49.054828], [11.508407, 49.053203], [11.50164, 49.051728], [11.498493, 49.050016], [11.494979, 49.047386], [11.49182, 49.046725], [11.490869, 49.045622], [11.487879, 49.04519], [11.484336, 49.044143], [11.483061, 49.042189], [11.483465, 49.039973], [11.478969, 49.039738], [11.476643, 49.038907], [11.477492, 49.038159], [11.477608, 49.034099], [11.475736, 49.033524]]"
393,49,"Wolfsbuch, Am Schacher",Wolfsbuch,48.97449,11.562987,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,3,"[[11.562975, 48.974485], [11.563539, 48.973714], [11.562816, 48.973323], [11.564139, 48.972409], [11.556073, 48.97076], [11.550775, 48.967642], [11.547445, 48.971955], [11.540967, 48.975433], [11.539006, 48.981433], [11.533925, 48.984039], [11.53077, 48.989909], [11.530826, 48.993674], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478207, 49.029462], [11.474249, 49.034595], [11.474473, 49.034703], [11.47403, 49.035076]]"
165,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,3,"[[11.471965, 49.033825], [11.47312, 49.032777], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.50696, 49.013042], [11.50774, 49.011367], [11.50704, 49.009758], [11.504806, 49.008344], [11.498913, 49.006376], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482843, 48.997778], [11.477832, 48.998037], [11.468726, 48.99637], [11.463263, 48.993984], [11.4611, 48.994183]]"
363,41,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,3,"[[11.475543, 48.970677], [11.475713, 48.970834], [11.47674, 48.971018], [11.480246, 48.979169], [11.488499, 48.988532], [11.491811, 48.997497], [11.495282, 49.000455], [11.498526, 49.006088], [11.50577, 49.008787], [11.50774, 49.011367], [11.50696, 49.013042], [11.504953, 49.014217], [11.486974, 49.017081], [11.479301, 49.019646], [11.475957, 49.022221], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.47312, 49.032777], [11.471965, 49.033825]]"
395,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,3,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507682, 49.011869], [11.505285, 49.014105], [11.486974, 49.017081], [11.477241, 49.020818], [11.467771, 49.02124], [11.457489, 49.018857], [11.455264, 49.01732], [11.448659, 49.017376], [11.448723, 49.009337], [11.446289, 49.003687], [11.440801, 48.998966], [11.434164, 48.99605], [11.420791, 48.995788], [11.396078, 49.002878], [11.387725, 48.999773], [11.377161, 48.998039], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
444,66,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,3,"[[11.412709, 49.043036], [11.412686, 49.042816], [11.413179, 49.041778], [11.413129, 49.039832], [11.414289, 49.038273], [11.414364, 49.037316], [11.413155, 49.03558], [11.411925, 49.030345], [11.409322, 49.026745], [11.407308, 49.022413], [11.407936, 49.017358], [11.404731, 49.017493]]"
183,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,6,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,3,"[[11.475736, 49.033524], [11.472957, 49.032831], [11.470256, 49.036085], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.462032, 49.041734], [11.462048, 49.039742], [11.461544, 49.039084], [11.457691, 49.037992], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.449744, 49.038734], [11.449501, 49.038148], [11.449635, 49.037269], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.438293, 49.026877], [11.431763, 49.02403], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.4126, 49.016415], [11.410803, 49.01551], [11.408465, 49.015188]]"
