,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Frequency,route
123,11,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,47,Kirchbuch,Kirchbuch,48.965578,11.50951,6,"[[11.447694, 49.00458], [11.447835, 49.004555], [11.447884, 49.004653], [11.446993, 49.004932], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.475957, 49.022221], [11.479301, 49.019646], [11.486974, 49.017081], [11.504953, 49.014217], [11.507682, 49.011869], [11.507438, 49.010287], [11.506055, 49.00896], [11.500295, 49.00709], [11.498218, 49.005786], [11.495282, 49.000455], [11.491355, 48.996873], [11.489244, 48.989889], [11.484372, 48.98354], [11.491739, 48.981461], [11.491551, 48.97734], [11.492473, 48.975845], [11.497854, 48.971874], [11.500125, 48.969121], [11.506101, 48.96631], [11.509446, 48.965555]]"
317,36,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,18,"Beilngries, Utzmuehlweg",Beilngries,49.039483,11.467702,6,"[[11.502739, 49.013631], [11.502981, 49.013562], [11.506398, 49.013526], [11.504196, 49.014404], [11.500842, 49.014625], [11.486974, 49.017081], [11.480138, 49.019306], [11.477986, 49.020303], [11.476244, 49.021774], [11.475698, 49.023419], [11.476275, 49.024939], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.472957, 49.032831], [11.470256, 49.036085], [11.46891, 49.03676], [11.468606, 49.038217], [11.467623, 49.039421], [11.467714, 49.03948]]"
63,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,6,"[[11.382783, 49.000519], [11.385112, 49.000408], [11.386846, 48.999839], [11.387106, 48.999627], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471965, 49.033825]]"
96,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,22,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,6,"[[11.404731, 49.017493], [11.407936, 49.017358], [11.409188, 49.015886], [11.409252, 49.01532], [11.410803, 49.01551], [11.4126, 49.016415], [11.415922, 49.017143], [11.417281, 49.018428], [11.425127, 49.022256], [11.431763, 49.02403], [11.438293, 49.026877], [11.444659, 49.028605], [11.450608, 49.034011], [11.450938, 49.035783], [11.449635, 49.037269], [11.449501, 49.038148], [11.449744, 49.038734], [11.450878, 49.039404], [11.452082, 49.039073], [11.4531, 49.038341], [11.455881, 49.037829], [11.457691, 49.037992], [11.461544, 49.039084], [11.462048, 49.039742], [11.462032, 49.041734], [11.45808, 49.043938], [11.458154, 49.044368], [11.458732, 49.044647], [11.459849, 49.044331], [11.460228, 49.043562], [11.462349, 49.043082], [11.463268, 49.042487], [11.465442, 49.037579], [11.470083, 49.03625], [11.47312, 49.032777], [11.477608, 49.034099], [11.479179, 49.032938]]"
350,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,20,"Beilngries, ZOB",Beilngries,49.032173,11.476295,6,"[[11.4611, 48.994183], [11.463263, 48.993984], [11.468726, 48.99637], [11.477832, 48.998037], [11.482843, 48.997778], [11.482247, 48.999337], [11.489078, 49.002569], [11.49718, 49.003674], [11.498913, 49.006376], [11.504806, 49.008344], [11.50704, 49.009758], [11.507729, 49.011582], [11.506702, 49.013291], [11.504196, 49.014404], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.475711, 49.032039], [11.47622, 49.032253]]"
367,42,"Grampersdorf, Landstrasse",Grampersdorf,48.970778,11.476563,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,6,"[[11.476595, 48.97077], [11.480246, 48.979169], [11.488499, 48.988532], [11.491811, 48.997497], [11.495282, 49.000455], [11.498526, 49.006088], [11.50577, 49.008787], [11.50774, 49.011367], [11.50696, 49.013042], [11.504953, 49.014217], [11.486974, 49.017081], [11.479301, 49.019646], [11.475957, 49.022221], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.47312, 49.032777], [11.471965, 49.033825]]"
368,42,"Grampersdorf, Landstrasse",Grampersdorf,48.970778,11.476563,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,6,"[[11.476595, 48.97077], [11.480246, 48.979169], [11.488499, 48.988532], [11.491811, 48.997497], [11.495282, 49.000455], [11.498526, 49.006088], [11.50577, 49.008787], [11.50774, 49.011367], [11.50696, 49.013042], [11.504953, 49.014217], [11.486974, 49.017081], [11.479301, 49.019646], [11.475957, 49.022221], [11.476275, 49.024939], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.45756, 49.031774], [11.46274, 49.032955], [11.467904, 49.035209]]"
354,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,6,"[[11.4611, 48.994183], [11.463263, 48.993984], [11.468726, 48.99637], [11.477832, 48.998037], [11.482843, 48.997778], [11.482247, 48.999337], [11.489078, 49.002569], [11.49718, 49.003674], [11.498913, 49.006376], [11.504806, 49.008344], [11.50704, 49.009758], [11.507729, 49.011582], [11.506702, 49.013291], [11.504196, 49.014404], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.472957, 49.032831], [11.470256, 49.036085], [11.470658, 49.036342]]"
243,29,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,12,"Badanhausen, Fischerstraße",Badanhausen,49.017245,11.444688,6,"[[11.47403, 49.035076], [11.471199, 49.036536], [11.470306, 49.036229], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.452212, 49.02879], [11.450333, 49.026337], [11.447935, 49.020698], [11.448659, 49.017376], [11.444999, 49.01728], [11.444883, 49.017242], [11.444669, 49.017265]]"
147,17,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,6,"[[11.464211, 49.040293], [11.465685, 49.037388], [11.470083, 49.03625], [11.472957, 49.032831], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.504196, 49.014404], [11.50696, 49.013042], [11.50774, 49.011367], [11.50704, 49.009758], [11.504806, 49.008344], [11.498913, 49.006376], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482843, 48.997778], [11.477832, 48.998037], [11.468726, 48.99637], [11.463263, 48.993984], [11.4611, 48.994183]]"
185,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,6,"[[11.475736, 49.033524], [11.472957, 49.032831], [11.470256, 49.036085], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.462032, 49.041734], [11.462048, 49.039742], [11.461544, 49.039084], [11.457691, 49.037992], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.449744, 49.038734], [11.449501, 49.038148], [11.449635, 49.037269], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.438293, 49.026877], [11.431763, 49.02403], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.4126, 49.016415], [11.410803, 49.01551], [11.409252, 49.01532], [11.409188, 49.015886], [11.407936, 49.017358], [11.404731, 49.017493]]"
179,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,1,"Enkering, Maibaum",Enkering,48.992498,11.363953,6,"[[11.475736, 49.033524], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.470795, 49.024173], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.453078, 49.029382], [11.451017, 49.02752], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.374726, 48.997799], [11.370727, 48.998943], [11.366705, 48.997933], [11.364776, 48.99512], [11.364872, 48.992329], [11.364354, 48.99223], [11.363964, 48.992501]]"
27,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,5,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.374169, 48.996293], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.386465, 48.999525], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.401773, 49.001444], [11.412489, 48.997861], [11.421884, 48.9956], [11.426127, 48.995245], [11.429477, 48.995345], [11.435256, 48.996369], [11.435919, 48.996273], [11.433923, 48.991648], [11.434535, 48.989584], [11.435116, 48.989091], [11.434788, 48.988877], [11.432826, 48.988857], [11.425548, 48.987331], [11.425208, 48.984059], [11.425599, 48.978372], [11.424863, 48.97708], [11.4229, 48.975949], [11.421938, 48.974672], [11.423779, 48.9727], [11.423824, 48.973056], [11.425107, 48.973714], [11.430335, 48.975397], [11.43294, 48.976124], [11.435377, 48.976148], [11.446125, 48.982362], [11.446375, 48.982685], [11.445218, 48.984128], [11.445011, 48.985055], [11.4499, 48.990979], [11.451072, 48.991699], [11.45756, 48.993175], [11.459712, 48.993303], [11.460289, 48.994168], [11.4611, 48.994183]]"
197,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,5,"[[11.475736, 49.033524], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.50605, 49.013747], [11.507729, 49.011582], [11.506318, 49.00916], [11.518228, 49.003039], [11.529246, 48.99993], [11.531323, 48.988531], [11.534163, 48.983714], [11.539315, 48.981118], [11.540313, 48.976512], [11.545107, 48.977053], [11.555682, 48.976464], [11.559554, 48.977231], [11.55965, 48.976829]]"
167,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,42,"Grampersdorf, Landstrasse",Grampersdorf,48.970778,11.476563,5,"[[11.471965, 49.033825], [11.47312, 49.032777], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.475957, 49.022221], [11.479301, 49.019646], [11.486974, 49.017081], [11.504953, 49.014217], [11.50696, 49.013042], [11.50774, 49.011367], [11.50577, 49.008787], [11.498526, 49.006088], [11.495282, 49.000455], [11.491811, 48.997497], [11.488499, 48.988532], [11.480246, 48.979169], [11.476595, 48.97077]]"
212,24,"Beilngries, Gartenstraße",Beilngries,49.037288,11.476722,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,5,"[[11.476747, 49.037282], [11.477452, 49.037325], [11.477608, 49.034099], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.470795, 49.024173], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.453078, 49.029382], [11.451017, 49.02752], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
160,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,6,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,5,"[[11.471965, 49.033825], [11.470256, 49.036085], [11.46929, 49.036665], [11.466235, 49.037163], [11.465442, 49.037579], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.462032, 49.041734], [11.462048, 49.039742], [11.461544, 49.039084], [11.457691, 49.037992], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.449744, 49.038734], [11.449501, 49.038148], [11.449635, 49.037269], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.438293, 49.026877], [11.431763, 49.02403], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.4126, 49.016415], [11.410803, 49.01551], [11.408465, 49.015188]]"
171,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,53,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,5,"[[11.471965, 49.033825], [11.47312, 49.032777], [11.47485, 49.033217], [11.478207, 49.029462], [11.476462, 49.025306], [11.476085, 49.025196], [11.475698, 49.023419], [11.475957, 49.022221], [11.477433, 49.020667], [11.480138, 49.019306], [11.486974, 49.017081], [11.500842, 49.014625], [11.504196, 49.014404], [11.50605, 49.013747], [11.507197, 49.01279], [11.507729, 49.011582], [11.507309, 49.010064], [11.506318, 49.00916], [11.513301, 49.005133], [11.519412, 49.002568], [11.523916, 49.001211], [11.528692, 49.000318], [11.529582, 48.999489], [11.529823, 48.998344], [11.530025, 48.998439]]"
279,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,5,"[[11.467904, 49.035209], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.443683, 49.00108], [11.437794, 48.99731], [11.430861, 48.995461], [11.421884, 48.9956], [11.396078, 49.002878], [11.393164, 49.002397], [11.387106, 48.999627], [11.385112, 49.000408], [11.382783, 49.000519]]"
291,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,42,"Grampersdorf, Landstrasse",Grampersdorf,48.970778,11.476563,5,"[[11.467904, 49.035209], [11.46274, 49.032955], [11.457999, 49.031947], [11.454801, 49.030169], [11.455777, 49.02948], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.475957, 49.022221], [11.479301, 49.019646], [11.486974, 49.017081], [11.504953, 49.014217], [11.50696, 49.013042], [11.50774, 49.011367], [11.50577, 49.008787], [11.498526, 49.006088], [11.495282, 49.000455], [11.491811, 48.997497], [11.488499, 48.988532], [11.480246, 48.979169], [11.476595, 48.97077]]"
385,47,Kirchbuch,Kirchbuch,48.965578,11.50951,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,5,"[[11.509446, 48.965555], [11.506101, 48.96631], [11.500125, 48.969121], [11.497854, 48.971874], [11.492473, 48.975845], [11.491551, 48.97734], [11.491739, 48.981461], [11.484372, 48.98354], [11.489244, 48.989889], [11.491355, 48.996873], [11.495282, 49.000455], [11.498218, 49.005786], [11.500295, 49.00709], [11.506055, 49.00896], [11.507438, 49.010287], [11.507682, 49.011869], [11.504953, 49.014217], [11.486974, 49.017081], [11.477241, 49.020818], [11.467771, 49.02124], [11.457489, 49.018857], [11.455264, 49.01732], [11.451159, 49.017883], [11.448659, 49.017376], [11.448723, 49.009337], [11.446289, 49.003687], [11.440801, 48.998966], [11.43473, 48.996208], [11.42761, 48.995257], [11.420791, 48.995788], [11.39631, 49.002865], [11.393164, 49.002397], [11.387106, 48.999627], [11.385112, 49.000408], [11.382783, 49.000519]]"
298,33,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,5,"[[11.461834, 49.031585], [11.460455, 49.032478], [11.45756, 49.031774], [11.454801, 49.030169], [11.450814, 49.027247], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.442703, 49.000286], [11.437049, 48.996991], [11.430861, 48.995461], [11.421884, 48.9956], [11.395785, 49.002886], [11.393164, 49.002397], [11.387725, 48.999773], [11.381634, 48.999352], [11.377161, 48.998039], [11.375167, 48.997237], [11.374025, 48.995708], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
386,47,Kirchbuch,Kirchbuch,48.965578,11.50951,11,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,5,"[[11.509446, 48.965555], [11.506101, 48.96631], [11.500125, 48.969121], [11.497854, 48.971874], [11.492473, 48.975845], [11.491551, 48.97734], [11.491739, 48.981461], [11.484372, 48.98354], [11.489244, 48.989889], [11.491355, 48.996873], [11.495282, 49.000455], [11.498218, 49.005786], [11.500295, 49.00709], [11.506055, 49.00896], [11.507438, 49.010287], [11.507682, 49.011869], [11.504953, 49.014217], [11.486974, 49.017081], [11.479301, 49.019646], [11.475957, 49.022221], [11.476275, 49.024939], [11.468496, 49.024273], [11.460416, 49.028834], [11.454831, 49.029911], [11.453078, 49.029382], [11.451017, 49.02752], [11.447935, 49.020698], [11.448829, 49.010366], [11.446993, 49.004932], [11.447884, 49.004653], [11.447835, 49.004555], [11.447694, 49.00458]]"
329,38,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,5,"[[11.502278, 49.010344], [11.502364, 49.01037], [11.503847, 49.010281], [11.504525, 49.009376], [11.506055, 49.00896], [11.507309, 49.010064], [11.50774, 49.011367], [11.507452, 49.012435], [11.50605, 49.013747], [11.504196, 49.014404], [11.500842, 49.014625], [11.486974, 49.017081], [11.480138, 49.019306], [11.477986, 49.020303], [11.476244, 49.021774], [11.475698, 49.023419], [11.476275, 49.024939], [11.476639, 49.025063], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
59,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,31,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,5,"[[11.389976, 49.002482], [11.39347, 49.003296], [11.39631, 49.002865], [11.414916, 48.997184], [11.423069, 48.995442], [11.431628, 48.995553], [11.43867, 48.997718], [11.444756, 49.002015], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.467904, 49.035209]]"
230,28,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,7,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,5,"[[11.471045, 49.036904], [11.471199, 49.036536], [11.470306, 49.036229], [11.465685, 49.037388], [11.463268, 49.042487], [11.462349, 49.043082], [11.460228, 49.043562], [11.459849, 49.044331], [11.458732, 49.044647], [11.458154, 49.044368], [11.45808, 49.043938], [11.462032, 49.041734], [11.462048, 49.039742], [11.461544, 49.039084], [11.457691, 49.037992], [11.455881, 49.037829], [11.4531, 49.038341], [11.452082, 49.039073], [11.450878, 49.039404], [11.449744, 49.038734], [11.449501, 49.038148], [11.449635, 49.037269], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.438293, 49.026877], [11.431763, 49.02403], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.41354, 49.016662], [11.413578, 49.016548]]"
319,36,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,5,"[[11.502739, 49.013631], [11.502981, 49.013562], [11.506398, 49.013526], [11.507682, 49.011869], [11.507203, 49.009928], [11.504806, 49.008344], [11.500295, 49.00709], [11.498913, 49.006376], [11.497941, 49.005411], [11.49718, 49.003674], [11.489368, 49.002657], [11.482247, 48.999337], [11.482843, 48.997778], [11.477832, 48.998037], [11.468726, 48.99637], [11.463263, 48.993984], [11.4611, 48.994183]]"
52,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,5,"[[11.389976, 49.002482], [11.385607, 49.001395], [11.384748, 49.001368], [11.385112, 49.000408], [11.385483, 48.999934], [11.386846, 48.999839], [11.387106, 48.999627], [11.381634, 48.999352], [11.377161, 48.998039], [11.376742, 48.997991], [11.37672, 48.997565], [11.375675, 48.997513], [11.375167, 48.997237], [11.374169, 48.996293], [11.374025, 48.995708], [11.37427, 48.995574], [11.374953, 48.993762], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
205,22,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,8,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,5,"[[11.479179, 49.032938], [11.477608, 49.034099], [11.477433, 49.03834], [11.47421, 49.03963], [11.472284, 49.040599], [11.472152, 49.043063], [11.469687, 49.046548], [11.467711, 49.051532], [11.462736, 49.050697], [11.461949, 49.044853], [11.458068, 49.044221], [11.462032, 49.041734], [11.461669, 49.039155], [11.455881, 49.037829], [11.450878, 49.039404], [11.449501, 49.038148], [11.450938, 49.035783], [11.450608, 49.034011], [11.444659, 49.028605], [11.425127, 49.022256], [11.417281, 49.018428], [11.415922, 49.017143], [11.409252, 49.01532], [11.407936, 49.017358], [11.404731, 49.017493]]"
80,6,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,5,"[[11.408465, 49.015188], [11.407661, 49.015116], [11.407291, 49.015481], [11.401245, 49.014794], [11.399196, 49.013066], [11.396348, 49.012269], [11.390999, 49.009213], [11.38049, 49.00625], [11.379312, 49.004616], [11.379495, 49.003846], [11.380579, 49.002778], [11.38001, 49.00218], [11.378428, 49.002259], [11.375688, 49.003085], [11.373667, 49.004153], [11.374054, 49.003566], [11.377429, 49.001743], [11.379557, 49.000973], [11.379612, 49.000836], [11.376862, 48.998069], [11.37672, 48.997565], [11.375167, 48.997237], [11.374025, 48.995708], [11.374953, 48.993762], [11.376023, 48.99308], [11.376132, 48.992827], [11.377329, 48.992203]]"
68,4,"Kinding, Marktplatz",Kinding,49.000562,11.38279,30,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,5,"[[11.382783, 49.000519], [11.385112, 49.000408], [11.386846, 48.999839], [11.387106, 48.999627], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.470658, 49.036342]]"
397,50,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,21,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,4,"[[11.55965, 48.976829], [11.559554, 48.977231], [11.555682, 48.976464], [11.545107, 48.977053], [11.540313, 48.976512], [11.539315, 48.981118], [11.534163, 48.983714], [11.531323, 48.988531], [11.529246, 48.99993], [11.518228, 49.003039], [11.506318, 49.00916], [11.507729, 49.011582], [11.50605, 49.013747], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.475736, 49.033524]]"
17,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,26,"Beilngries, Kanalsiedlung",Beilngries,49.044913,11.469383,4,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.457999, 49.031947], [11.46274, 49.032955], [11.470053, 49.036116], [11.471199, 49.036536], [11.471009, 49.037566], [11.473948, 49.039555], [11.472284, 49.040599], [11.471305, 49.044256], [11.469993, 49.043981], [11.469342, 49.044898]]"
24,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,35,"Beilngries, Freibad",Beilngries,49.027045,11.473085,4,"[[11.377329, 48.992203], [11.375053, 48.99364], [11.374025, 48.995708], [11.37533, 48.997349], [11.376993, 48.997743], [11.381124, 48.999265], [11.388853, 49.000183], [11.393164, 49.002397], [11.39631, 49.002865], [11.421884, 48.9956], [11.430861, 48.995461], [11.437794, 48.99731], [11.444376, 49.001669], [11.447371, 49.005663], [11.448829, 49.010366], [11.447935, 49.020698], [11.450814, 49.027247], [11.454409, 49.02998], [11.460416, 49.028834], [11.468496, 49.024273], [11.476065, 49.025138], [11.476639, 49.025063], [11.478224, 49.028922], [11.477388, 49.030375], [11.477017, 49.028614], [11.47307, 49.027061]]"
1,0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,3,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,4,"[[11.377329, 48.992203], [11.376132, 48.992827], [11.376023, 48.99308], [11.375053, 48.99364], [11.37427, 48.995574], [11.374025, 48.995708], [11.374169, 48.996293], [11.37533, 48.997349], [11.375745, 48.997526], [11.37666, 48.997546], [11.376993, 48.997743], [11.378278, 48.998407], [11.381124, 48.999265], [11.387106, 48.999627], [11.386846, 48.999839], [11.385483, 48.999934], [11.385112, 49.000408], [11.384748, 49.001368], [11.385607, 49.001395], [11.389976, 49.002482]]"
430,62,Goesselthal,Oberndorf,49.054378,11.463912,19,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,4,"[[11.463947, 49.054389], [11.466306, 49.05502], [11.466674, 49.05399], [11.466846, 49.053004], [11.468645, 49.049895], [11.469687, 49.046548], [11.472152, 49.043063], [11.472284, 49.040599], [11.473793, 49.039756], [11.477314, 49.038517], [11.477608, 49.034099], [11.473436, 49.032768], [11.472867, 49.032889], [11.471965, 49.033825]]"
348,40,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,17,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213,4,"[[11.4611, 48.994183], [11.463263, 48.993984], [11.468726, 48.99637], [11.477832, 48.998037], [11.482843, 48.997778], [11.482247, 48.999337], [11.489078, 49.002569], [11.49718, 49.003674], [11.498913, 49.006376], [11.504806, 49.008344], [11.50704, 49.009758], [11.507729, 49.011582], [11.506702, 49.013291], [11.504196, 49.014404], [11.486974, 49.017081], [11.480138, 49.019306], [11.476244, 49.021774], [11.476275, 49.024939], [11.478241, 49.029281], [11.47485, 49.033217], [11.472957, 49.032831], [11.470256, 49.036085], [11.465685, 49.037388], [11.464211, 49.040293]]"
